OBJECTID,REF_CODE,THEME,NAME,STATUS,MEASURE,GRIDREF,LABEL,HYPERLINK,Shape__Area,Shape__Length,GlobalID
369,1422004,country parks,TYNE RIVERSIDE,Accredited,60.37,NZ102642,TYNE RIVERSIDE (Country Park),GSP002971,603651.928283691,17551.8234192213,3ac4fc1b-d798-44c9-a5c4-5631a68ef655
370,1422005,country parks,ULLEY,Known as a Country Park,19.49,SK455875,ULLEY (Country Park),GSP001506,194868.360137939,3757.66840279228,af4683b0-3bd8-491b-bc27-6932c4c7439f
371,1420351,country parks,UPTON,Known as a Country Park,21.43,SY993929,UPTON (Country Park),GSP001546,214301.693222046,2155.91750647501,c1e89ee2-8be6-4cec-a96d-4440c79f7016
372,1422006,country parks,VICAR WATER,Known as a Country Park,90.55,SK588625,VICAR WATER (Country Park),GSP000925,905480.295700073,4673.43519494167,87c53fde-2367-4823-906b-b58342c4e17c
373,1443009,country parks,WALDRIDGE FELL,Known as a Country Park,114.33,NZ250496,WALDRIDGE FELL (Country Park),,1143269.85997009,5885.82757082866,66cbddda-b218-42db-8ba5-96fac73e4da1
374,1422008,country parks,WANSBECK RIVERSIDE PARK,Known as a Country Park,126.53,NZ274858,WANSBECK RIVERSIDE PARK (Country Park),,1265252.02619934,17386.5452690546,6f4ce479-1e8c-4a1c-8010-0a0f60a0137f
375,1457110,country parks,WASELEY HILLS,Accredited,60.91,SO973776,WASELEY HILLS (Country Park),,609140.341812134,6768.82512231278,ce624e96-abaa-43db-b9f1-5570aa97209e
376,1422010,country parks,WAT TYLER,Known as a Country Park,44.17,TQ736863,WAT TYLER (Country Park),,441728.190246582,4492.07719842392,7ec1d2d1-ab29-47a0-99b9-6dfd555ea2bd
377,1422011,country parks,WATERMEAD,Accredited,155.37,SK604098,WATERMEAD (Country Park),GSP001052,1553728.8951416,8881.56769980986,ed25c041-0e30-48ed-a2e1-77fd9de975d0
378,1443115,country parks,WATERS EDGE,Known as a Country Park,42.08,TA031231,WATERS EDGE (Country Park),,420818.632949829,4503.83180471718,da99910f-b147-4270-bab2-3f17a6535672
379,1422012,country parks,WEALD,Known as a Country Park,170.24,TQ570946,WEALD (Country Park),,1702401.63497162,7216.76222328343,a47d251a-fe9b-4cc7-b10d-389126866ede
380,1443008,country parks,WALTON,Known as a Country Park,78.35,SE360180,WALTON (Country Park),,783500.953018188,4004.25240952365,6834b7df-42de-4b33-847c-9b6414a3699b
381,1422007,country parks,WANDLEBURY,Known as a Country Park,50.64,TL496534,WANDLEBURY (Country Park),,506363.839294434,5137.235087418,803526c9-8fd1-4d74-9cbb-47077f95e81e
382,1451107,country parks,MERRYMEADE,Known as a Country Park,13.88,TQ598947,MERRYMEADE (Country Park),,138806.44606781,2335.28346714667,051db20e-2e8b-453c-b046-095564a88625
383,1456499,country parks,BOSWORTH BATTLEFIELD,Known as a Country Park,5.5,SK397001,BOSWORTH BATTLEFIELD (Country Park),,55018.830329895,2908.1905527719,080693a9-b17f-412d-a566-d029e081d375
384,1460673,country parks,SHIBDEN,Known as a Country Park,12.24,SE102251,SHIBDEN (Country Park),,122399.517456055,2644.96813021463,1dc29288-1a5c-4b58-99f8-464930b771b5
385,1443106,country parks,SOUTHWICK,Known as a Country Park,61.4,ST837560,SOUTHWICK (Country Park),,613982.145523071,4312.66022174713,db37b586-951f-4622-b307-9aa5fc2596c1
386,1442721,country parks,WARLEY,Known as a Country Park,24.07,TQ584924,WARLEY (Country Park),,240686.123878479,3212.99658505265,363e3bab-00a0-4b0b-9d68-ec790f9f5f4e
387,1443021,country parks,WEETSLADE,Known as a Country Park,39.06,NZ253725,WEETSLADE (Country Park),,390637.233642578,3548.4791827878,ee1965a0-ec61-4bbd-be82-9be63f388cd5
388,1422013,country parks,WERNETH LOW,Known as a Country Park,83.68,SJ964932,WERNETH LOW (Country Park),GSP001117,836830.317123413,7357.62945245165,13029b51-d94a-420e-840a-a8442a8ee6a9
389,1443011,country parks,WEST DEAN ESTATE,Known as a Country Park,16.44,SU873126,WEST DEAN ESTATE (Country Park),,164400.748020172,2440.19285281123,ffb5fc2b-7ee2-4b66-94fd-f75f1c09d3b9
390,1422014,country parks,WEST STOW,Known as a Country Park,47.47,TL797713,WEST STOW (Country Park),,474739.429672241,3997.89308183398,4b956f8f-2523-4416-9aba-37427235d56b
391,1443162,country parks,WESTLEY HEIGHTS,Known as a Country Park,26.67,TQ683866,WESTLEY HEIGHTS (Country Park),,266741.848213196,2807.91408016899,ed2f1708-9bb8-4c94-a098-e9a87090671f
392,1443117,country parks,WHINLATTER FOREST PARK,Known as a Country Park,1217.53,NY201238,WHINLATTER FOREST PARK (Country Park),,12175290.4524689,35983.0394112151,28dae038-c0c0-4910-b988-77fd60ceac2d
393,1422016,country parks,WHITE HORSE WOOD,Known as a Country Park,28.97,TQ806584,WHITE HORSE WOOD (Country Park),,289722.530921936,3139.65163822704,a85bd758-c22b-4fb5-b541-d5ca3a543742
394,1443118,country parks,WHITEWEBBS,Known as a Country Park,56.35,TQ324995,WHITEWEBBS (Country Park),,563482.599876404,5348.97372344143,e1641240-5b61-4beb-91ba-5aa49abbcd55
395,1422017,country parks,WHITLINGHAM,Known as a Country Park,94.15,TG261078,WHITLINGHAM (Country Park),GSP001475,941511.59588623,6648.29900412632,42e92cb9-ba7b-4d2b-ad45-38c2f4e40eb9
396,1443119,country parks,WHITWORTH HALL,Known as a Country Park,186.66,NZ239348,WHITWORTH HALL (Country Park),,1866555.12745667,8498.20052870389,4aca6dc1-7dde-4f76-9625-feaf04c5e999
397,1442945,country parks,WICK,Known as a Country Park,18.69,TQ759916,WICK (Country Park),,186933.333641052,2126.10402068371,d8e66a6d-7d5a-44d3-98c4-0703bee2f919
398,1443005,country parks,WINDLESTONE HALL,Known as a Country Park,154.48,NZ262283,WINDLESTONE HALL (Country Park),,1544783.45982361,8440.96915790355,3e206056-5619-4970-813c-96857373ad50
399,1422018,country parks,"WIRRAL, THE",Known as a Country Park,40.9,SJ238834,"WIRRAL, THE (Country Park)",GSP003105,408987.316017151,36311.0753625458,01c826ac-2c93-41e1-ab85-417c9e4c96e3
400,1443120,country parks,WITHAM WAY,Known as a Country Park,19.05,TF315455,WITHAM WAY (Country Park),,190511.149795532,6351.81599021717,ca11e93f-cd99-4cc1-b91e-a296b5d16338
401,1422019,country parks,WITTON,Known as a Country Park,179.72,SD656275,WITTON (Country Park),GSP001036,1797180.4924469,7215.46240487812,2e3c6a5c-021a-45f6-9aba-0e7d356472e0
402,1422020,country parks,WOODGATE VALLEY,Accredited,192.42,SO997832,WOODGATE VALLEY (Country Park),,1924226.7057724,21716.7932199051,ea29f435-e548-439f-84ec-ecb3e44f9b12
403,1422021,country parks,WORCESTER WOODS,Accredited,33.85,SO877544,WORCESTER WOODS (Country Park),GSP001168,338455.676353455,3513.3065531644,74fd962a-c58b-436d-aee7-ae398b44a749
404,1443012,country parks,WORSBROUGH MILL,Known as a Country Park,62.53,SE348033,WORSBROUGH MILL (Country Park),,625323.925125122,10303.0860660807,86d44e95-9186-4352-8893-496970e306e9
405,1451108,country parks,WORTH WAY,Known as a Country Park,20.46,TQ378381,WORTH WAY (Country Park),,204560.556968689,14056.5617586333,faeee59a-2c6c-42ac-9c8e-2cab5666bc45
406,1422022,country parks,WYCOLLER,Known as a Country Park,145.09,SD935388,WYCOLLER (Country Park),,1450916.5811615,11029.4338993681,8d3b124b-23ba-4e17-a42d-b954749d2c2b
407,1422023,country parks,WYNYARD WOODLAND PARK,Known as a Country Park,176.92,NZ396272,WYNYARD WOODLAND PARK (Country Park),GSP001360,1769187.32206726,20338.0653846771,1a3312bd-2541-4c41-a055-1ca880b650e9
408,1422024,country parks,WYRE ESTUARY,Known as a Country Park,66.2,SD356432,WYRE ESTUARY (Country Park),GSP001038,662035.638137817,9878.85945812293,9807c99c-5fa5-4482-8720-f016a4447aac
409,1443018,country parks,YARROW VALLEY,Accredited,222.95,SD587155,YARROW VALLEY (Country Park),GSP001335,2229481.64926147,31594.3093114344,ecb6eb6a-f173-4238-80a8-c9f2129ae9e2
410,1422025,country parks,YATELEY COMMON,Known as a Country Park,190.53,SU824594,YATELEY COMMON (Country Park),,1905349.28675079,15631.955729882,05d42b90-976a-45d2-b366-8355004f9ce1
411,1422026,country parks,YEOVIL,Accredited,52.13,ST556153,YEOVIL (Country Park),GSP001164,521283.133621216,14575.6622794063,f684571a-fde2-4de5-a1db-b862b27fe289
412,1451105,country parks,WORTHINGTON LAKES,Known as a Country Park,29.02,SD583108,WORTHINGTON LAKES (Country Park),,290176.55368042,4145.51125529286,29f4a993-4fc0-49fb-bf23-fe0b82ac275c
413,1443046,country parks,BISS MEADOWS,Known as a Country Park,12.31,ST864573,BISS MEADOWS (Country Park),,123067.29119873,4823.12268796052,eb9a13a2-1b5f-41e7-947b-1476e753ce87
414,1443007,country parks,RIVER HAMBLE,Known as a Country Park,152.43,SU501114,RIVER HAMBLE (Country Park),,1524265.61405945,8570.27551787996,992ae133-b440-43bf-8a85-b84ceee66bd1
415,1443174,country parks,THE ALVER VALLEY,Known as a Country Park,155.51,SU578005,THE ALVER VALLEY (Country Park),,1555148.1558609,12708.4093705813,59a8c475-0a72-4128-9dd9-c8f062376f20
